t,nu_0p05,nu_0p10,nu_0p15,nu_0p20,nu_0p25,nu_0p30,nu_0p40,nu_0p55,nu_0p70,nu_0p85,nu_1p00,nu_1p30,nu_1p70,nu_2p20,nu_3p00
1.200000000000000000e+01,2.769786449609308310e-01,2.773653330351523172e-01,2.754809765789499321e-01,2.700386487344460518e-01,2.642301830937501261e-01,2.601805575857831787e-01,2.556002200225531706e-01,2.513147361556577475e-01,2.479755410969767815e-01,2.452742788510840211e-01,2.430706407032564020e-01,2.397213040014795626e-01,2.366382726197116537e-01,2.340273837390576539e-01,2.313247169690472171e-01
1.225000000000000000e+01,2.780684413004611555e-01,2.784640673675524147e-01,2.761412137613722395e-01,2.701818125916656821e-01,2.644531133394031341e-01,2.606615960431409307e-01,2.562522463771323977e-01,2.518219673953629445e-01,2.483408222063594739e-01,2.455501860293685945e-01,2.432899873253100143e-01,2.398762343143679143e-01,2.367505862931897076e-01,2.341125902533449377e-01,2.313885719125923224e-01
1.250000000000000000e+01,2.791138331505507164e-01,2.795101270935321791e-01,2.766995431174407161e-01,2.703100407157031926e-01,2.647473715323443999e-01,2.611988849812360569e-01,2.568833282023532671e-01,2.522798102198868797e-01,2.486628405573740597e-01,2.457912200460941055e-01,2.434808756775603822e-01,2.400107192046931903e-01,2.368480372483978691e-01,2.341865491190876225e-01,2.314440488055870548e-01
1.275000000000000000e+01,2.801171336626727681e-01,2.805037538478010739e-01,2.771645890790759292e-01,2.704478708921206342e-01,2.651128875438004129e-01,2.617763794117011766e-01,2.574830066018904962e-01,2.526890245329611040e-01,2.489449647949182887e-01,2.460008923926674251e-01,2.436464731634219449e-01,2.401272188824224441e-01,2.369324712905438446e-01,2.342506840293069881e-01,2.314922117807857449e-01
1.300000000000000000e+01,2.810805975833066128e-01,2.814449804737206851e-01,2.775479313093441869e-01,2.706152413588226446e-01,2.655438039390917715e-01,2.623775148139104174e-01,2.580436425151711455e-01,2.530515164822533247e-01,2.491907547311166260e-01,2.461825866503873639e-01,2.437897209415691435e-01,2.402279504391954534e-01,2.370055390612006985e-01,2.343062475795901489e-01,2.315340031494945994e-01
1.325000000000000000e+01,2.820064186356218694e-01,2.823337005639380837e-01,2.778636169588034610e-01,2.708267003616346424e-01,2.660300184329197348e-01,2.629864367202980890e-01,2.585601748724332682e-01,2.533699990465613783e-01,2.494038041613114987e-01,2.463394926140493879e-01,2.439133184048659919e-01,2.403149019943027487e-01,2.370686979718211185e-01,2.343543495853806780e-01,2.315702429494145564e-01
1.350000000000000000e+01,2.828967276510679363e-01,2.831697639922299836e-01,2.781274239114861491e-01,2.710911595616474212e-01,2.665587153826001199e-01,2.635888622769546052e-01,2.590297879250105240e-01,2.536477087767294858e-01,2.495876225055195241e-01,2.464745699603829721e-01,2.440197124392440298e-01,2.403898433273286839e-01,2.371232358406804575e-01,2.343959642313132308e-01,2.316016572826912756e-01
1.375000000000000000e+01,2.837535912531300442e-01,2.839530963539650954e-01,2.783559611902571285e-01,2.714121186707854072e-01,2.671157582183256163e-01,2.641726097786910588e-01,2.594515410216401974e-01,2.538881740047153612e-01,2.497455540994474865e-01,2.465905255155321218e-01,2.441111027662143385e-01,2.404543432044260187e-01,2.371702855783797415e-01,2.344319386560163310e-01,2.316288807445650300e-01
1.400000000000000000e+01,2.845790109281959857e-01,2.846838369496468291e-01,2.785657072128020495e-01,2.717882571552958093e-01,2.676868628568787045e-01,2.647278509443328209e-01,2.598259957186890290e-01,2.540950335270417693e-01,2.498807229965824550e-01,2.466898081125843412e-01,2.441894516059722742e-01,2.405097855211505153e-01,2.372108407402553909e-01,2.344630233844648415e-01,2.316524532245050061e-01
1.425000000000000000e+01,2.853749223452323736e-01,2.853624865020129020e-01,2.787720842487400041e-01,2.722142756132380770e-01,2.682585127167891326e-01,2.652471471680135084e-01,2.601548654484270306e-01,2.542718973818838823e-01,2.499960021562382395e-01,2.467746121132736170e-01,2.442564981946464819e-01,2.405573831225543413e-01,2.372457720599653874e-01,2.344898706471642835e-01,2.316728673230741553e-01
1.450000000000000000e+01,2.861431948103627665e-01,2.859900527631250577e-01,2.789886522549430703e-01,2.726818713780634340e-01,2.688186104277584532e-01,2.657253299091537069e-01,2.604407006363551602e-01,2.544222461183619499e-01,2.500939987736460757e-01,2.468468884182830614e-01,2.443137758161929574e-01,2.405982023454088792e-01,2.372758352730122977e-01,2.345130414204104896e-01,2.316905449135427397e-01
1.475000000000000000e+01,2.868856307634038427e-01,2.865681801776479021e-01,2.792264826677450795e-01,2.731807450681755789e-01,2.693568848120351800e-01,2.661592787527520820e-01,2.606866173893081506e-01,2.545493605325251374e-01,2.501770530252780400e-01,2.469083596404014203e-01,2.443626284655414094e-01,2.406331712820194146e-01,2.373016941779274858e-01,2.345330359712127499e-01,2.317058330341223993e-01
1.500000000000000000e+01,2.876039652424360882e-01,2.870992493164834514e-01,2.794937473414342288e-01,2.736995544834414096e-01,2.698650878912123297e-01,2.665476417226486094e-01,2.608960706457721934e-01,2.546562773361452647e-01,2.502472453342768910e-01,2.469605374170973089e-01,2.444042322749531704e-01,2.406630989756347039e-01,2.373239239815140289e-01,2.345502845254902324e-01,2.317190662828395864e-01
1.525000000000000000e+01,2.882998652611243884e-01,2.875864331938168261e-01,2.797955333697176306e-01,2.742267548948967848e-01,2.703370233642268250e-01,2.668905324181867211e-01,2.610726710484023161e-01,2.547457642641776654e-01,2.503064100672338088e-01,2.470047430172010172e-01,2.444396100236336522e-01,2.406886882703238584e-01,2.373430203481337319e-01,2.345651525367082602e-01,2.317305199716517827e-01
1.550000000000000000e+01,2.889749290611824395e-01,2.880337007344271893e-01,2.801338731562193485e-01,2.747512883026924091e-01,2.707684499643702725e-01,2.671892291475543857e-01,2.612200411872578898e-01,2.548203110703232133e-01,2.503561536825835709e-01,2.470421249354990412e-01,2.444696505532944764e-01,2.407105488789595960e-01,2.373594195310517740e-01,2.345779707967208527e-01,2.317404190277154163e-01
1.575000000000000000e+01,2.896306852197408910e-01,2.884457622520721354e-01,2.805079623436996239e-01,2.752631052066981110e-01,2.711568994777103225e-01,2.674458930645783328e-01,2.613417073270297153e-01,2.548821319052645418e-01,2.503978739967172018e-01,2.470736790807587235e-01,2.444951225592713329e-01,2.407292091463344719e-01,2.373734952155469868e-01,2.345890195395721745e-01,2.317489848580153722e-01
1.600000000000000000e+01,2.902685916094289720e-01,2.888279571478428176e-01,2.809145265398658720e-01,2.757535201600843644e-01,2.715014442936304340e-01,2.676633156091450250e-01,2.614410210143636726e-01,2.549331759180221146e-01,2.504327811895818989e-01,2.471002648629903597e-01,2.445166911036412982e-01,2.407451231520450485e-01,2.373855708086132221e-01,2.345985350977152217e-01,2.317563963340500133e-01
1.625000000000000000e+01,2.908900342272155992e-01,2.891860894933175330e-01,2.813482914807166613e-01,2.762154150124997987e-01,2.718024421019910597e-01,2.678447004289513655e-01,2.615211060221129813e-01,2.549751433749722351e-01,2.504619175084342730e-01,2.471226236387610853e-01,2.445349289977766793e-01,2.407586862154871554e-01,2.373959272348307725e-01,2.346067339241865446e-01,2.317628015080707149e-01
1.650000000000000000e+01,2.914963259258731010e-01,2.895262219420928207e-01,2.818025098538176620e-01,2.766433121664138017e-01,2.720612790587156882e-01,2.679934811048989562e-01,2.615848255005560619e-01,2.550095051635355992e-01,2.504861778889641566e-01,2.471413918080265226e-01,2.445503288991936752e-01,2.407702367297054891e-01,2.374048054399948704e-01,2.346137969451816685e-01,2.317683427961425291e-01
1.675000000000000000e+01,2.920887051004574242e-01,2.898544420829485824e-01,2.822695009575952318e-01,2.770333439476769244e-01,2.722801260196641149e-01,2.681131735932933413e-01,2.616347655692630170e-01,2.550375243965035676e-01,2.505063271039966177e-01,2.471571153797959830e-01,2.445633145436798550e-01,2.407800663355099957e-01,2.374124149863692523e-01,2.346198769453531896e-01,2.317731365408588207e-01
1.700000000000000000e+01,2.926683343990982844e-01,2.901766174790233466e-01,2.827411655576442806e-01,2.773831450724076331e-01,2.724617176085240566e-01,2.682072605916957508e-01,2.616732313565619528e-01,2.550602781152487841e-01,2.505230175117973968e-01,2.471702614845830981e-01,2.445742489030422462e-01,2.407884259336759980e-01,2.374189338374347591e-01,2.346251137403616016e-01,2.317772814126106140e-01
1.725000000000000000e+01,2.932362995446886056e-01,2.904981562511718129e-01,2.832094467062010179e-01,2.776916932170130359e-01,2.726091591627816668e-01,2.682791042733840281e-01,2.617022525580746661e-01,2.550786790253753988e-01,2.505368033039944153e-01,2.471812295081515787e-01,2.445834433474464720e-01,2.407955308024357644e-01,2.374245179713675158e-01,2.346296236354071252e-01,2.317808668439264586e-01
1.750000000000000000e+01,2.937936083665448894e-01,2.908237891208276804e-01,2.836667165530544765e-01,2.779591196354761484e-01,2.727257637515826394e-01,2.683318833134432646e-01,2.617235956669986541e-01,2.550934958099003724e-01,2.505481550834840476e-01,2.471903600439473436e-01,2.445911630032085171e-01,2.408015662020532299e-01,2.374293011309515089e-01,2.346335052640169394e-01,2.317839683405042150e-01
1.775000000000000000e+01,2.943411901528093511e-01,2.911573866843765734e-01,2.841060783678396318e-01,2.781865075815061483e-01,2.728149187529165798e-01,2.683685503264359173e-01,2.617387809491141248e-01,2.551053726773883090e-01,2.505574708886160740e-01,2.471979429156195007e-01,2.445976356842028965e-01,2.408066889456585702e-01,2.374333947045086102e-01,2.346368482238565256e-01,2.317866518705424539e-01
1.800000000000000000e+01,2.948798954405241202e-01,2.915018225254652484e-01,2.845215811215436874e-01,2.783756923702799813e-01,2.728799803299349347e-01,2.683918059101078057e-01,2.617491023018415630e-01,2.551148464784979142e-01,2.505650872462949486e-01,2.472042250344606285e-01,2.446030546547470208e-01,2.408110357981497474e-01,2.374368999874524599e-01,2.346397268708972916e-01,2.317889757069801770e-01
