t,nu_0p05,nu_0p10,nu_0p15,nu_0p20,nu_0p25,nu_0p30,nu_0p40,nu_0p55,nu_0p70,nu_0p85,nu_1p00,nu_1p30,nu_1p70,nu_2p20,nu_3p00
5.450000000000000000e+01,7.420109404605508274e-01,7.766772300673088214e-01,7.952484939114833340e-01,8.078028353566517605e-01,8.173667102098626236e-01,8.250585307494613385e-01,8.369000017372560940e-01,8.494032531519577489e-01,8.582932641648052252e-01,8.650078078211622667e-01,8.702900956463808235e-01,8.781227096581138980e-01,8.852197664376543207e-01,8.911897958183724322e-01,8.973483912089434966e-01
5.475000000000000000e+01,7.420328431086810062e-01,7.766835095062272210e-01,7.952479845756694754e-01,8.078027603334551054e-01,8.173667273784006593e-01,8.250585315121902186e-01,8.369000012596613525e-01,8.494032520272672970e-01,8.582932622211433271e-01,8.650078051017346947e-01,8.702900920833217535e-01,8.781227047426359844e-01,8.852197601001254856e-01,8.911897883889191574e-01,8.973483830182478194e-01
5.500000000000000000e+01,7.420507624894534526e-01,7.766899060869135729e-01,7.952474264871162157e-01,8.078027005866832422e-01,8.173667437622240683e-01,8.250585320201779815e-01,8.369000007810035724e-01,8.494032509228767180e-01,8.582932603190726040e-01,8.650078023396390314e-01,8.702900885751779780e-01,8.781226998960462993e-01,8.852197541089145139e-01,8.911897813201967722e-01,8.973483741478770481e-01
5.525000000000000000e+01,7.420649245356785162e-01,7.766963763949137345e-01,7.952468289655444389e-01,8.078026549204977425e-01,8.173667592573726770e-01,8.250585322976763392e-01,8.369000003169088098e-01,8.494032498177499502e-01,8.582932584114810748e-01,8.650077996223406451e-01,8.702900850035346636e-01,8.781226951080766119e-01,8.852197480556847076e-01,8.911897742613449358e-01,8.973483667959532006e-01
5.550000000000000000e+01,7.420755497819652158e-01,7.767028802969754286e-01,7.952462006947618178e-01,8.078026221363663328e-01,8.173667737749666928e-01,8.250585323757619882e-01,8.368999998507912208e-01,8.494032487231142348e-01,8.582932565107620482e-01,8.650077968928625571e-01,8.702900816068444012e-01,8.781226903743341028e-01,8.852197417550504710e-01,8.911897669429510449e-01,8.973483588684482148e-01
5.575000000000000000e+01,7.420828531598807620e-01,7.767093808731591054e-01,7.952455497201355028e-01,8.078026010406266222e-01,8.173667872601885209e-01,8.250585322800118027e-01,8.368999993920107627e-01,8.494032476189764536e-01,8.582932546320142242e-01,8.650077942345951731e-01,8.702900781508102757e-01,8.781226855197690195e-01,8.852197360809176407e-01,8.911897602199172486e-01,8.973483498028885785e-01
5.600000000000000000e+01,7.420870438192419538e-01,7.767158443390458356e-01,7.952448834487344520e-01,8.078025904610500740e-01,8.173667996720235251e-01,8.250585320397630928e-01,8.368999989331632472e-01,8.494032465430174650e-01,8.582932527685531721e-01,8.650077915659812877e-01,8.702900747367967593e-01,8.781226809837718861e-01,8.852197301669202378e-01,8.911897533646030434e-01,8.973483431192985638e-01
5.625000000000000000e+01,7.420883249746209609e-01,7.767222399567454971e-01,7.952442086570823410e-01,8.078025892533885477e-01,8.173668109982826779e-01,8.250585316745137066e-01,8.368999984859366581e-01,8.494032454578989144e-01,8.582932509162638501e-01,8.650077889042058210e-01,8.702900713369521313e-01,8.781226763364259336e-01,8.852197242210689820e-01,8.911897461557459765e-01,8.973483354431350811e-01
5.650000000000000000e+01,7.420868937760699557e-01,7.767285399391585798e-01,7.952435315012966743e-01,8.078025963136553633e-01,8.173668212323867976e-01,8.250585312089464551e-01,8.368999980370077640e-01,8.494032443886633255e-01,8.582932490541484993e-01,8.650077862852507682e-01,8.702900680024682201e-01,8.781226717154844152e-01,8.852197185328105622e-01,8.911897397600937465e-01,8.973483268689701475e-01
5.675000000000000000e+01,7.420829412023245419e-01,7.767347193451901166e-01,7.952428575324803628e-01,8.078026105802762480e-01,8.173668303915820887e-01,8.250585306622822968e-01,8.368999975931542545e-01,8.494032433045901609e-01,8.582932472375643940e-01,8.650077836807723575e-01,8.702900646769015092e-01,8.781226671824033936e-01,8.852197127543535160e-01,8.911897331000123712e-01,8.973483201444768520e-01
5.700000000000000000e+01,7.420766519761239355e-01,7.767407559706679399e-01,7.952421917134517848e-01,8.078026310440957758e-01,8.173668384979210222e-01,8.250585300562196522e-01,8.368999971499205826e-01,8.494032422560511275e-01,8.582932454116012355e-01,8.650077811016054774e-01,8.702900613248932826e-01,8.781226626791341916e-01,8.852197071419325436e-01,8.911897259991500286e-01,8.973483127084891375e-01
5.725000000000000000e+01,7.420682045001849581e-01,7.767466302322953986e-01,7.952415384400837173e-01,8.078026567501085387e-01,8.173668455929816723e-01,8.250585294033284667e-01,8.368999967154383546e-01,8.494032411926220050e-01,8.582932436124497411e-01,8.650077784935117364e-01,8.702900580888435211e-01,8.781226582406941317e-01,8.852197014481649751e-01,8.911897199136921133e-01,8.973483047329036122e-01
5.750000000000000000e+01,7.420577708126743222e-01,7.767523250495604881e-01,7.952409015641530576e-01,8.078026868040814046e-01,8.173668517160601610e-01,8.250585287204569296e-01,8.368999962795528047e-01,8.494032401458038173e-01,8.582932417877882081e-01,8.650077759800397503e-01,8.702900548142026294e-01,8.781226536958164353e-01,8.852196959781328811e-01,8.911897134409647592e-01,8.973482978388384046e-01
5.775000000000000000e+01,7.420455165616079984e-01,7.767578257221458005e-01,7.952402844186572395e-01,8.078027203706729109e-01,8.173668569219507685e-01,8.250585280197372251e-01,8.368999958466880607e-01,8.494032390884288519e-01,8.582932400307837773e-01,8.650077734324672640e-01,8.702900516132503483e-01,8.781226494266248794e-01,8.852196905027194251e-01,8.911897065516506400e-01,8.973482906325985775e-01
5.800000000000000000e+01,7.420316009965863824e-01,7.767631198063571496e-01,7.952396898436235873e-01,8.078027566784636848e-01,8.173668612634115149e-01,8.250585273150902177e-01,8.368999954152307463e-01,8.494032380592138054e-01,8.582932382484982359e-01,8.650077709340345811e-01,8.702900483663035258e-01,8.781226450657910743e-01,8.852196848111909544e-01,8.911897006551162681e-01,8.973482832419366062e-01
5.825000000000000000e+01,7.420161769771431715e-01,7.767681969891998550e-01,7.952391202140017823e-01,8.078027950183807038e-01,8.173668648055996133e-01,8.250585266125018968e-01,8.368999949899893487e-01,8.494032370201388682e-01,8.582932364931701308e-01,8.650077684108158360e-01,8.702900452411248544e-01,8.781226407143158941e-01,8.852196796458557948e-01,8.911896943622604761e-01,8.973482762261537626e-01
5.850000000000000000e+01,7.419993909968635171e-01,7.767730489627860946e-01,7.952385774684452846e-01,8.078028347461538861e-01,8.173668676057983529e-01,8.250585259217204648e-01,8.368999945638072591e-01,8.494032359918232133e-01,8.582932347269304207e-01,8.650077659651387307e-01,8.702900420846925167e-01,8.781226364673845319e-01,8.852196742891143000e-01,8.911896877990268528e-01,8.973482691849533621e-01
5.875000000000000000e+01,7.419813832219003258e-01,7.767776692984988962e-01,7.952380631383277887e-01,8.078028752781348798e-01,8.173668697309380837e-01,8.250585252489088806e-01,8.368999941389442254e-01,8.494032349610358690e-01,8.582932330049892755e-01,8.650077635010314792e-01,8.702900389422318916e-01,8.781226322247999150e-01,8.852196688470591601e-01,8.911896819601383690e-01,8.973482623670449021e-01
5.900000000000000000e+01,7.419622875430984532e-01,7.767820533222012935e-01,7.952375783767697826e-01,8.078029160925871421e-01,8.173668712413377779e-01,8.250585246015549323e-01,8.368999937164406377e-01,8.494032339498652773e-01,8.582932312728316360e-01,8.650077610514586013e-01,8.702900358479641607e-01,8.781226280563602105e-01,8.852196637281686264e-01,8.911896758400982277e-01,8.973482555622863677e-01
5.925000000000000000e+01,7.419422316412623841e-01,7.767861979904715497e-01,7.952371239877997766e-01,8.078029567264881639e-01,8.173668722050287938e-01,8.250585239805959814e-01,8.368999932980175638e-01,8.494032329343426113e-01,8.582932295518732602e-01,8.650077586273756669e-01,8.702900327767332245e-01,8.781226237944332880e-01,8.852196584872695784e-01,8.911896695862511208e-01,8.973482483372853258e-01
5.950000000000000000e+01,7.419213370634624161e-01,7.767901017690490573e-01,7.952367004559420804e-01,8.078029967752283769e-01,8.173668726788568817e-01,8.250585233904893512e-01,8.368999928793522392e-01,8.494032319241215934e-01,8.582932278423126560e-01,8.650077562290788835e-01,8.702900297358608928e-01,8.781226197697682423e-01,8.852196533457695748e-01,8.911896638058405262e-01,8.973482420806465631e-01
5.975000000000000000e+01,7.418997193110239419e-01,7.767937645136956393e-01,7.952363079745826679e-01,8.078030358872059224e-01,8.173668727257253908e-01,8.250585228331075438e-01,8.368999924606351781e-01,8.494032309189818442e-01,8.582932261538105401e-01,8.650077538449697512e-01,8.702900266471635948e-01,8.781226156711767761e-01,8.852196482116942988e-01,8.911896578518666567e-01,8.973482354781775472e-01
6.000000000000000000e+01,7.418774879368892350e-01,7.767971873538523919e-01,7.952359464740016426e-01,8.078030737631651803e-01,8.173668723994399476e-01,8.250585223115001199e-01,8.368999920453950025e-01,8.494032299254493656e-01,8.582932244698801005e-01,8.650077514426780523e-01,8.702900236987837213e-01,8.781226115668053778e-01,8.852196431970914547e-01,8.911896518917393761e-01,8.973482280622581131e-01
6.025000000000000000e+01,7.418547466526980161e-01,7.768003725791167158e-01,7.952356156481042992e-01,8.078031101520845025e-01,8.173668717589144261e-01,8.250585218233568163e-01,8.368999916324655342e-01,8.494032289327173579e-01,8.582932227823262261e-01,8.650077491133951746e-01,8.702900206992955079e-01,8.781226075817264443e-01,8.852196382253549878e-01,8.911896461704242878e-01,8.973482223569114735e-01
6.050000000000000000e+01,7.418315934437229586e-01,7.768033235296646355e-01,7.952353149816926425e-01,8.078031448496205691e-01,8.173668708504727709e-01,8.250585213696913778e-01,8.368999912201146030e-01,8.494032279401776409e-01,8.582932211271554479e-01,8.650077467609349480e-01,8.702900177492088885e-01,8.781226035783280537e-01,8.852196330835576665e-01,8.911896403761869756e-01,8.973482159481797060e-01
6.075000000000000000e+01,7.418081206916032899e-01,7.768060444902804562e-01,7.952350437750247414e-01,8.078031776924666785e-01,8.173668697246354586e-01,8.250585209499525785e-01,8.368999908066149240e-01,8.494032269597999729e-01,8.582932194711452301e-01,8.650077444535498872e-01,8.702900147877290493e-01,8.781225996573309711e-01,8.852196283442637093e-01,8.911896346949970127e-01,8.973482086306446837e-01
6.100000000000000000e+01,7.417844153038817279e-01,7.768085405883831118e-01,7.952348011685109741e-01,8.078032085564983422e-01,8.173668684220735114e-01,8.250585205644689335e-01,8.368999903977959454e-01,8.494032259834940479e-01,8.582932178336385443e-01,8.650077421147878143e-01,8.702900119033590842e-01,8.781225956545946065e-01,8.852196234741458447e-01,8.911896290333451986e-01,8.973482031710411366e-01
6.125000000000000000e+01,7.417605588492999225e-01,7.768108176961802114e-01,7.952345861648207892e-01,8.078032373530674715e-01,8.173668669874506465e-01,8.250585202093584369e-01,8.368999899897686667e-01,8.494032250128495942e-01,8.582932161785590264e-01,8.650077398584465893e-01,8.702900090112398734e-01,8.781225918545522147e-01,8.852196184736159656e-01,8.911896234452264531e-01,8.973481969480910925e-01
6.150000000000000000e+01,7.417366276986262497e-01,7.768128823371840408e-01,7.952343976517517454e-01,8.078032640265974118e-01,8.173668654527407318e-01,8.250585198837924183e-01,8.368999895832360814e-01,8.494032240375685161e-01,8.582932145755888254e-01,8.650077375771095811e-01,8.702900061096942030e-01,8.781225879965136594e-01,8.852196138514715207e-01,8.911896179765896875e-01,8.973481901234282576e-01
6.175000000000000000e+01,7.417126931699852266e-01,7.768147415973982728e-01,7.952342344217946390e-01,8.078032885496736482e-01,8.173668638535613873e-01,8.250585195862312204e-01,8.368999891746407016e-01,8.494032230811117135e-01,8.582932129527629517e-01,8.650077353165809280e-01,8.702900032846029310e-01,8.781225841192237258e-01,8.852196090808106543e-01,8.911896123749435406e-01,8.973481844995517820e-01
6.200000000000000000e+01,7.416888216780153087e-01,7.768164030408332144e-01,7.952340951920015000e-01,8.078033109206961271e-01,8.173668622159923070e-01,8.250585193156384500e-01,8.368999887719389408e-01,8.494032221216286649e-01,8.582932113583668920e-01,8.650077330671173126e-01,8.702900004471186834e-01,8.781225803743128999e-01,8.852196043526161517e-01,8.911896070464566666e-01,8.973481784547786555e-01
6.225000000000000000e+01,7.416650748864864751e-01,7.768178746296885429e-01,7.952339786205229188e-01,8.078033311609574829e-01,8.173668605699536682e-01,8.250585190678113578e-01,8.368999883686871755e-01,8.494032211723634429e-01,8.582932097471988042e-01,8.650077308526429309e-01,8.702899976578856167e-01,8.781225765908889924e-01,8.852195997077773049e-01,8.911896017179647966e-01,8.973481721138175660e-01
