t,nu_0p05,nu_0p10,nu_0p15,nu_0p20,nu_0p25,nu_0p30,nu_0p40,nu_0p55,nu_0p70,nu_0p85,nu_1p00,nu_1p30,nu_1p70,nu_2p20,nu_3p00
4.250000000000000000e+00,9.489074651781322922e-01,9.490613814772995704e-01,9.492922070453205796e-01,9.495570848260235230e-01,9.498222356429990576e-01,9.500687588427880748e-01,9.504815109356429259e-01,9.509148501296379452e-01,9.511914225333653050e-01,9.513703559916546482e-01,9.514873046725619288e-01,9.516098948313459482e-01,9.516433043225944743e-01,9.515661246547882923e-01,9.512568594654701171e-01
4.500000000000000000e+00,9.521866067202038320e-01,9.523191766624617971e-01,9.525410060318812988e-01,9.528013783869349052e-01,9.530613747643164047e-01,9.533003814315078595e-01,9.536916191062890791e-01,9.540839409555946782e-01,9.543149617629155257e-01,9.544443772882806876e-01,9.545060333654022955e-01,9.544910822127088412e-01,9.542550763807686742e-01,9.536340792729971483e-01,9.518686996014046331e-01
4.750000000000000000e+00,9.549907734124888359e-01,9.550975398199951227e-01,9.553061234985150696e-01,9.555570872560199547e-01,9.558061645538951101e-01,9.560311868696911297e-01,9.563862675937871982e-01,9.567105993662018415e-01,9.568601357743151681e-01,9.568911637831222228e-01,9.568312329964252516e-01,9.564727680045824743e-01,9.554750371041859092e-01,9.533135311599946204e-01,9.488801689152945862e-01
5.000000000000000000e+00,9.574065403684934861e-01,9.574824169472644364e-01,9.576724837668898482e-01,9.579076587822291655e-01,9.581381249837962466e-01,9.583402684073802913e-01,9.586377709876501285e-01,9.588501511412833578e-01,9.588531853743061939e-01,9.586901646915848563e-01,9.583711416576087272e-01,9.572247763175755209e-01,9.545305752188029125e-01,9.500435822570768574e-01,9.444965327952182799e-01
5.250000000000000000e+00,9.595009779258233396e-01,9.595401470473932104e-01,9.597051771453338764e-01,9.599163134794254093e-01,9.601179266447108507e-01,9.602849321266812010e-01,9.604934427133234864e-01,9.605228622955311879e-01,9.602650211236999356e-01,9.597304754489933698e-01,9.588933743087534323e-01,9.562081878831173443e-01,9.510993610774125528e-01,9.453647213226835655e-01,9.402283446864391214e-01
5.500000000000000000e+00,9.613267169624054587e-01,9.613225120306505556e-01,9.614544630183733398e-01,9.616309420524195017e-01,9.617900832555379420e-01,9.619050398477594355e-01,9.619785567000310733e-01,9.617119867160472957e-01,9.610001072237470687e-01,9.597929205452243595e-01,9.580324941859060806e-01,9.530887303805825050e-01,9.462468252027916860e-01,9.406590655486833930e-01,9.362059623514807916e-01
5.750000000000000000e+00,9.629255326732407694e-01,9.628703031822209990e-01,9.629592801773504407e-01,9.630874829102338275e-01,9.631860669769204408e-01,9.632256680592087283e-01,9.630971929485621086e-01,9.623589080361751869e-01,9.608879976706233839e-01,9.585750476470101811e-01,9.554630174777143381e-01,9.483622349790666872e-01,9.411859455206640357e-01,9.362020309386153150e-01,9.324272707988565667e-01
6.000000000000000000e+00,9.643309234904994254e-01,9.642158805410209199e-01,9.642497390624342746e-01,9.643122500277460096e-01,9.643263065527930555e-01,9.642585298863675103e-01,9.638314797555442848e-01,9.623584814453336467e-01,9.596997594142533394e-01,9.558308445095524686e-01,9.512550782024058460e-01,9.430235725788259638e-01,9.363355189506306075e-01,9.319981092145787072e-01,9.288979835448419875e-01
6.250000000000000000e+00,9.655699955833387804e-01,9.653850352928274869e-01,9.653489043150710325e-01,9.653235151186507768e-01,9.652213663040567493e-01,9.650024655011888441e-01,9.641399046495244818e-01,9.615619457951098958e-01,9.572243745238092627e-01,9.516101164360475373e-01,9.459914775580272606e-01,9.377139831249989843e-01,9.317452377016202103e-01,9.280446848649729352e-01,9.256235927631648597e-01
6.500000000000000000e+00,9.666648592353307423e-01,9.663983611473071500e-01,9.662740719793527777e-01,9.661325454147570158e-01,9.658725113960189290e-01,9.654432604324045819e-01,9.639559340011689681e-01,9.598002815868226234e-01,9.534096395041965488e-01,9.463461897880526275e-01,9.403609360932577710e-01,9.326345750776203758e-01,9.274085406244244600e-01,9.243471381192361891e-01,9.226052375433108077e-01
6.750000000000000000e+00,9.676336767381205073e-01,9.672722740141292963e-01,9.670376792907355856e-01,9.667442351362813824e-01,9.662718222896439224e-01,9.655530990283822668e-01,9.631892294615383987e-01,9.569398138229076034e-01,9.484688215136202194e-01,9.406119620311417240e-01,9.347835787453969703e-01,9.278125409471357221e-01,9.233253720055416558e-01,9.209110913843607804e-01,9.198396793697795060e-01
7.000000000000000000e+00,9.684914579208306895e-01,9.680197757898202360e-01,9.676479420167030110e-01,9.671574318037367002e-01,9.664020217364348575e-01,9.652901132218719704e-01,9.617330154272593079e-01,9.529599086945508279e-01,9.428158113438299681e-01,9.348281386441043006e-01,9.294175555243102682e-01,9.232439297276939794e-01,9.195016075315661785e-01,9.177385082924579551e-01,9.173202027550463322e-01
7.250000000000000000e+00,9.692506705065431216e-01,9.686510291727951083e-01,9.681092864120439678e-01,9.673650411261051074e-01,9.662362212474909784e-01,9.645987479460551572e-01,9.594814756809875167e-01,9.480036817904555768e-01,9.368710194375171607e-01,9.292000212764854883e-01,9.242990882028652155e-01,9.189290345506769819e-01,9.159431970163873782e-01,9.148272546570294095e-01,9.150365438892760217e-01
7.500000000000000000e+00,9.699217129363191248e-01,9.691737909306972210e-01,9.684226249677283516e-01,9.673539928871979221e-01,9.657378807048535574e-01,9.634119823125694149e-01,9.563581599439402448e-01,9.423483875069209592e-01,9.309247634950478245e-01,9.237985374591196619e-01,9.194311073281028479e-01,9.148737708402017166e-01,9.126531105201063365e-01,9.121713698775102408e-01,9.129764551688885899e-01
7.750000000000000000e+00,9.705132838848966603e-01,9.695937377204582042e-01,9.685855143313633064e-01,9.671051639226049268e-01,9.648613961112705306e-01,9.616566449275237849e-01,9.523486754708346824e-01,9.363084461210793297e-01,9.251276194337249015e-01,9.186407772681325357e-01,9.148150476718465152e-01,9.110853766719282376e-01,9.096302832190608090e-01,9.097614430489970871e-01,9.111262143612351982e-01
8.000000000000000000e+00,9.710326733544333289e-01,9.699147093571269806e-01,9.685922282212928724e-01,9.665933814287194226e-01,9.635538505069749515e-01,9.592627860778421001e-01,9.475220884814741229e-01,9.301448893870742918e-01,9.195417203053278810e-01,9.137310198994966770e-01,9.104567468355638793e-01,9.075691550251424600e-01,9.068696976391414921e-01,9.075856071535088887e-01,9.094708873628231105e-01
8.250000000000000000e+00,9.714859936484430136e-01,9.701388880429365758e-01,9.684337769385247263e-01,9.657876675842148595e-01,9.617585030799211676e-01,9.561768886735669826e-01,9.420256304166171324e-01,9.240307155051143972e-01,9.141891829103859779e-01,9.090746377749234775e-01,9.063645408143492510e-01,9.043268834456756888e-01,9.043628424753645811e-01,9.056302105218250187e-01,9.079952485399496176e-01
8.500000000000000000e+00,9.718783638284997917e-01,9.702669276374515928e-01,9.680979074215935176e-01,9.646519254941527954e-01,9.594204199151945556e-01,9.523765260510432817e-01,9.360520817219930567e-01,9.180629766507953926e-01,9.090797062263525907e-01,9.046799785887615908e-01,9.025463337725655455e-01,9.013562701239615782e-01,9.020983860965868795e-01,9.038802605217034492e-01,9.066840727765744790e-01
8.750000000000000000e+00,9.722140578638400754e-01,9.702980440268296203e-01,9.675691232602501302e-01,9.631462898030068720e-01,9.564941334342670354e-01,9.478818068273906494e-01,9.297970425662003269e-01,9.122907366272544616e-01,9.042218907851962140e-01,9.005565019920449554e-01,8.990074235560884253e-01,8.986511831578635201e-01,9.000629126528488788e-01,9.023201948624580693e-01,9.055224012534643929e-01
9.000000000000000000e+00,9.724966242092372148e-01,9.702300756440784824e-01,9.668287716274477361e-01,9.612293435974292866e-01,9.529523377995468003e-01,9.427584669336147583e-01,9.234266785332786442e-01,9.067391308915746517e-01,8.996259196459497343e-01,8.967124648286450839e-01,8.957494045171702224e-01,8.962021380477422916e-01,8.982415026570587102e-01,9.009343195902782542e-01,9.044959061639163966e-01
9.250000000000000000e+00,9.727289827237578512e-01,9.700595219824730275e-01,9.658552524919459259e-01,9.588613028513703895e-01,9.487936584264449191e-01,9.371101933104781789e-01,9.170648904208369423e-01,9.014241092513847198e-01,8.953027325736181430e-01,8.931532291901721488e-01,8.927698005997292130e-01,8.939969288386462321e-01,8.966183962007507890e-01,8.997070495725666417e-01,9.035909740817409386e-01
9.500000000000000000e+00,9.729135034882179234e-01,9.697815673306433570e-01,9.646244119167497466e-01,9.560080635223084933e-01,9.440470544496736283e-01,9.310625908737492074e-01,9.107961791570077237e-01,8.963594018610797631e-01,8.912622626049965247e-01,8.898803384950410011e-01,8.900622419707621136e-01,8.920213434962093180e-01,8.951775209440376857e-01,8.986233531572118682e-01,9.027948670534947651e-01
9.750000000000000000e+00,9.730520710636921811e-01,9.693900968474293833e-01,9.631101823052379274e-01,9.526457079143063611e-01,9.387710102354652753e-01,9.247448276488041685e-01,9.046758179119795962e-01,8.915586682096139359e-01,8.875118660296106299e-01,8.868912217155445754e-01,8.876169362202017687e-01,8.902597923594887108e-01,8.939028181348950275e-01,8.976689374994624160e-01,9.020958908537886067e-01
1.000000000000000000e+01,9.731461369666488670e-01,9.688777123413787606e-01,9.612855227298257033e-01,9.487647508313604705e-01,9.330473483194897666e-01,9.182749543811832282e-01,8.987407120623336354e-01,8.870352489826184295e-01,8.840552674845946202e-01,8.841793782342910468e-01,8.854212991014634992e-01,8.886959279329076367e-01,8.927786760244770248e-01,8.968303086327951146e-01,9.014831637865291514e-01
1.025000000000000000e+01,9.731967625533223254e-01,9.682357556757705819e-01,9.591236873398675256e-01,9.443732170489451683e-01,9.269714487079981913e-01,9.117519195401778687e-01,8.930177664759924028e-01,8.828010212164805193e-01,8.808920850468343611e-01,8.817348264771774913e-01,8.834606433437265371e-01,8.873131221677545977e-01,8.917901465807602790e-01,8.960949621340799087e-01,9.009468271486011925e-01
1.050000000000000000e+01,9.732046540604334384e-01,9.674543484083154565e-01,9.565998052407849173e-01,9.394977263113943877e-01,9.206417642347480834e-01,9.052539538942470099e-01,8.875290804911057929e-01,8.788651773844040616e-01,8.780178046060369557e-01,8.795447315024798041e-01,8.817188241392490688e-01,8.860949075988946433e-01,8.909230992728487397e-01,8.954514005259419651e-01,9.004780937371896776e-01
1.075000000000000000e+01,9.731701912069045113e-01,9.665224570033376095e-01,9.536926928692766037e-01,9.341821767240561236e-01,9.141512620762726193e-01,8.988411411714005705e-01,8.822944802588706947e-01,8.752332941393746735e-01,8.754240969941957662e-01,8.775940681453036074e-01,8.801788694952176195e-01,8.850253107569923117e-01,8.901643771334695199e-01,8.948890962527932258e-01,9.000688350863447207e-01
1.100000000000000000e+01,9.730934504970764065e-01,9.654279934455517465e-01,9.503867478586078832e-01,9.284842403528661414e-01,9.075821850333850582e-01,8.925597573906537407e-01,8.773322388841719999e-01,8.719068105581742056e-01,8.730993436467060498e-01,8.758663016926340195e-01,8.788234964900768498e-01,8.840890723798000561e-01,8.895018289351839247e-01,8.943985299877468265e-01,8.997118845806028054e-01
1.125000000000000000e+01,9.729742241622427734e-01,9.641579611723373189e-01,9.466737097644556398e-01,9.224704633915991048e-01,9.010041656531466714e-01,8.864466261518355594e-01,8.726587674269215000e-01,8.688829063075423909e-01,8.710292789038135419e-01,8.743440029221056786e-01,8.776355632684558206e-01,8.832718529601544244e-01,8.889243559917154869e-01,8.939711275562615134e-01,8.994009202017850813e-01
1.150000000000000000e+01,9.728120355197933389e-01,9.626986555424489334e-01,9.425540403132305345e-01,9.162110491182858807e-01,8.944748416417619419e-01,8.805325593429867981e-01,8.682878733601031573e-01,8.661547033517359440e-01,8.691976661872736765e-01,8.730093939583871698e-01,8.765984111005608037e-01,8.825603221525966102e-01,8.884218780088594114e-01,8.935991962556379953e-01,8.991301851823848557e-01
1.175000000000000000e+01,9.726061514082168236e-01,9.610359263332174384e-01,9.380376953603911661e-01,9.097753107929114069e-01,8.880418524105980760e-01,8.748445962152435751e-01,8.642299716895063266e-01,8.637117047848911211e-01,8.675869513178536829e-01,8.718448070169858566e-01,8.756961393340910726e-01,8.819422305799172745e-01,8.879853107363199216e-01,8.932758873743964489e-01,8.988946538127534636e-01
1.200000000000000000e+01,9.723555922630902071e-01,9.591555066354762182e-01,9.331441395741361111e-01,9.032284131959223972e-01,8.817452434833245034e-01,8.694071294905856284e-01,8.604914750632045584e-01,8.615403749167296343e-01,8.661788664700308393e-01,8.708330529686225674e-01,8.749137952988400579e-01,8.814064127978097352e-01,8.876065380196621613e-01,8.929951095428948493e-01,8.986899177065174049e-01
1.225000000000000000e+01,9.720591403290287369e-01,9.570434079036023167e-01,9.279015802884651443e-01,8.966295756889131052e-01,8.756196299303519170e-01,8.642421852350338218e-01,8.570744565823472660e-01,8.596247949680377864e-01,8.649549515164569602e-01,8.699577079322801110e-01,8.742374899104168318e-01,8.809427792854666039e-01,8.872782948002096992e-01,8.927514797420361692e-01,8.985120289788973702e-01
